University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
801,1,53:47:00,22.2,40.9,,"Tanta University is an Egyptian university in the city of Tanta, Al Gharbiyah governorate, Egypt. The university is under the direct scientific supervision of the Ministry of Higher Education.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/%D8%B5%D9%88%D8%B1%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B7%D9%86%D8%B7%D8%A7.jpg/220px-%D8%B5%D9%88%D8%B1%D8%A9_%D8%AC%D8%A7%D9%85%D8%B9%D8%A9_%D8%B7%D9%86%D8%B7%D8%A7.jpg,Egypt,34.8,EG,
801,13,32 : 68,22.2,49.1,,"The Technical University of Madrid or sometimes called Polytechnic University of Madrid  is a public university, located in Madrid, Spain. It was founded in 1971 as the result of merging different Tech",https://upload.wikimedia.org/wikipedia/en/a/a4/Universidad_Polit%C3%A9cnica_de_Madrid_%28logo%29.png,,42.4,,
801,20,43:57:00,22.2,73,,"Technological University Dublin  or TU Dublin is Ireland's first technological university, established on 1 January 2019, and with a history stretching back to 1887 through the amalgamat",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Technological_University_Dublin.jpg/220px-Technological_University_Dublin.jpg,Ireland,35.1,IE,
801,11,56:44:00,22.2,53.7,,"Teesside University is a public university with its main campus in Middlesbrough, North Yorkshire in North East England. It was officially opened as Constantine Technical College in 1930, before becoming a polytechnic in 1969, and finally granted uni",https://upload.wikimedia.org/wikipedia/en/9/9b/Teeside_University_coat_of_arms.png,,34.8,,
801,6,38 : 62,22.2,37.1,,Description not found.,,Malaysia,91.5,MY,
801,8,53:47:00,22.2,40.7,,"The University of Texas at El Paso  is a public research university in El Paso, Texas. Founded in 1913 as the State School of Mines and Metallurgy, it is the second oldest academic component of the University of Texas System. Classified as a ""R",https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/University_of_Texas_at_El_Paso_seal.svg/150px-University_of_Texas_at_El_Paso_seal.svg.png,,34.4,,
801,1,42:58:00,22.2,14.1,,"Tezpur University is a Central University located in Tezpur in the North-Eastern state of Assam, India, established by an act of Parliament, in 1994.",https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Tezpur_University_logo.png/150px-Tezpur_University_logo.png,,41.7,,
801,6,30 : 70,22.2,25.7,,"The Tokyo University of Agriculture and Technology  commonly known as TUAT is a national university headquartered in Fuchu, Tokyo, Japan. The university consists of two faculties that provide courses in agriculture and eng",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/TUAT_Koganei_Campus_East_Gate.jpg/175px-TUAT_Koganei_Campus_East_Gate.jpg,Japan,45.9,JP,
801,1,52:48:00,22.2,17.1,,"Tokyo Medical University  is a private medical university located in Shibuya, Tokyo, Japan. Established in 1916, it is one of the medical schools established in Japan before World War II.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tokyo_Medical_University_02.JPG/220px-Tokyo_Medical_University_02.JPG,,35.7,,
801,2,1.011805556,22.2,21.3,,"Tokyo University of Science , formerly ""Science University of Tokyo"" or TUS, informally Rikadai  or simply Ridai  is a private research university located in Shinjuku, Tokyo, Japan.",https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Tokyo_University_of_Science.svg/220px-Tokyo_University_of_Science.svg.png,Japan,41.9,JP,
801,4,54:46:00,22.2,37.5,,"The University of Tr�s-os-Montes and Alto Douro  is a public university located in the north-eastern city of Vila Real, Portugal.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Logo_UTAD_Azul.svg/220px-Logo_UTAD_Azul.svg.png,,34.4,,
801,2,52:48:00,22.2,43.2,,"Tshwane University of Technology  is a higher education institution in South Africa that came into being through a merger of three technikons ? Technikon Northern Gauteng, Technikon North-West and",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Tshwane_University_of_Technology_logo.svg/200px-Tshwane_University_of_Technology_logo.svg.png,,36.1,,
801,25,65:35:00,22.2,54.3,,"Universiti Utara Malaysia  is a public management university in Sintok, Kedah, Malaysia. It also has a branch campus in Kuala Lumpur. Its main campus, which is situ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Universiti_Utara_Malaysia_emblem.png/220px-Universiti_Utara_Malaysia_emblem.png,,36.8,,
801,1,54:46:00,22.2,47.4,,"Vietnam National University, Hanoi  is a public research university system in Hanoi, Vietnam. The university system has 10 member universities and faculties. VNU is one of two Vietnam's national unive",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Vietnam_National_University_Logo.svg/141px-Vietnam_National_University_Logo.svg.png,Vietnam,36.5,VN,
801,5,50:50:00,22.2,41.6,,"The University of Vigo  is a public university located in the city of Vigo in the Province of Pontevedra, Galicia, Spain. There are three campuses:",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Universidad_de_Vigo._Foto_Miguel_Angel_Otero_Soli%C3%B1o.JPG/220px-Universidad_de_Vigo._Foto_Miguel_Angel_Otero_Soli%C3%B1o.JPG,,38.4,,
801,9,65:35:00,22.2,55.6,,"Vilnius University  is a public research university, which is the first and largest university in Lithuania, as well as one of the oldest and most prominent higher education institutions in Central and Eastern Euro",https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Vilnius_university_logo.svg/120px-Vilnius_university_logo.svg.png,Lithuania,46.6,LT,
801,1,25 : 75,22.2,20.3,,VIT University may refer to one of several universities in India:,,,36.3,,
801,21,61:39:00,22.2,65.3,,"The University of Wolverhampton is a public university in Wolverhampton, England, located on four campuses across the West Midlands, Shropshire and Staffordshire. Originally founded in 1827 as the Wolverhampton Tradesmen's and Mechanics' Institute, t",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Escutcheon_of_the_University_of_Wolverhampton.svg/170px-Escutcheon_of_the_University_of_Wolverhampton.svg.png,United Kingdom,34.5,UK,
801,3,30 : 70,22.2,23.1,,"The Wuhan University of Technology  is a public university in Wuhan, Hubei, China. It is affiliated with the Ministry of Education. The university is part of the Double First-Class Construction and Project 211.",https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Wuhan_University_of_Technology_logo.png/150px-Wuhan_University_of_Technology_logo.png,China (Mainland),53.8,CN,
801,1,53:47:00,22.2,19.3,,"Xiangtan University  is a provincial public university in Xiangtan, Hunan, China. It is affiliated with the Province of Hunan, and co-funded by the Hunan Provincial People's Government, the Ministry of Education of China, and SASTIND.[6",https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Xiangtan_University_logo.png/150px-Xiangtan_University_logo.png,,38.5,,
801,3,29 : 71,22.2,19.4,,"Xidian University  is a public university in Xi'an, Shaanxi, China. It is affiliated with the Ministry of Education, and co-funded by the Ministry of Education, the Ministr",https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Xidian_logo.png/150px-Xidian_logo.png,,75.2,,
801,3,55:45:00,22.2,21.5,,"Yangzhou University  is a university in Yangzhou, Jiangsu Province, China. It grew out of a merger in 1992 of six local colleges. The university offers undergraduate an",https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Yangzhou_University_logo.png/180px-Yangzhou_University_logo.png,,41.3,,
801,5,50:50:00,22.2,36.4,,"Yeungnam University is a private research university located in Gyeongsan, North Gyeongsang, South Korea. The university's predecessors, Taegu College and Chunggu College, were founded in Daegu in 1947 and 1950 respectively.  In 1967, the two college",https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Yeungnam_University_Emblem.svg/150px-Yeungnam_University_Emblem.svg.png,South Korea,40,KR,
801,6,54:46:00,22.2,39.4,,"The University of Zaragoza, sometimes referred to as Saragossa University  is a public university with teaching campuses and research centres spread over the three provinces of Aragon .",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Edificio_de_las_Antiguas_Facultades_de_Medicina_y_Ciencias_de_la_Universidad_de_Zaragoza_-_PC251497.jpg/220px-Edificio_de_las_Antiguas_Facultades_de_Medicina_y_Ciencias_de_la_Universidad_de_Zaragoza_-_PC251497.jpg,,38.6,,
1001,1,67:33:00,10.7,37,,Description not found.,,,34.8,,
1001,2,74:26:00,10.7,19.8,,"Acibadem Mehmet Ali Aydinlar University  is a non-profit foundation university in Istanbul, Turkey, dedicated to the field of health sciences. The university was founded in 2007 by Mehmet Ali Aydinlar, an entrepreneur and founder of Acibadem Hea",https://upload.wikimedia.org/wikipedia/en/thumb/0/05/TheemblemofAc%C4%B1bademUniversity.png/200px-TheemblemofAc%C4%B1bademUniversity.png,,34.8,,
1001,2,,10.7,20.7,,"AGH University of Krakow,  is a public university in Krak�w, Poland. Founded in 1913, its inauguration took place in 1919. The university focuses o",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Znak_graficzny_AGH.svg/220px-Znak_graficzny_AGH.svg.png,,38.3,,
1001,1,45:55:00,10.7,17.2,,"Akdeniz University  is a public research university established in Antalya, Turkey. It has been chosen as the second most beautiful university in Turkey, after Bogazi�i University.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Akdeniz-university-logo.png/200px-Akdeniz-university-logo.png,,35.2,,
1001,4,35 : 65,10.7,22.2,,"Akita University  is a Japanese national university in Akita City, Japan. Established in 1949, it comprises four graduate schools and four undergraduate faculties.",https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Akita_University_logo.gif/250px-Akita_University_logo.gif,,40.9,,
1001,6,45:55:00,10.7,46.7,,"The Al-Azhar University , IPA: , lit. 'University of  Al-Azhar') is a public university in Cairo, Egypt. Associated with Al-Azhar Al-Sharif in Isla",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Al-Azhar_University_logo.svg/180px-Al-Azhar_University_logo.svg.png,Egypt,34.5,EG,
1001,3,54:46:00,10.7,44.5,,"Alexandria University  is a public university in Alexandria, Egypt. It was established in 1938 as a satellite of Fouad University , becoming an independent entity in 1",https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Alexandria_University_logo.jpg/220px-Alexandria_University_logo.jpg,Egypt,39.6,EG,
1001,6,63:37:00,10.7,31.9,,"The Alexandru Ioan Cuza University  is a public university located in Ia?i, Romania. Founded by an 1860 decree of Prince Alexandru Ioan Cuza, under whom the former Academia Mihaileana was",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/UAIC_CoA.svg/133px-UAIC_CoA.svg.png,Romania,34.5,RO,
1001,11,55:45:00,10.7,61.2,,"Al-Farabi Kazakh National University , also called KazNU or KazGU, is a national research university located in Almaty, Kazakhstan. Named after philosopher and scholar al-Farabi, it is one of the",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Al-Farabi_University_-_logo_-_01.jpg/200px-Al-Farabi_University_-_logo_-_01.jpg,Kazakhstan,42.8,KZ,
1001,12,56:44:00,10.7,41.3,,"The University of Almer a  is a public university situated in Almer a, Spain. Located on the shore of the Mediterranean Sea, it belongs to the La Ca�ada de San Urbano district of Almer a City.
In 2008 the univers",,,36.1,,
1001,1,100:00:00,10.7,15.2,,"Alzahra University  is a female-only public university in the Vanak neighborhood of Tehran, Iran. Alzahra University is the only comprehensive women's university in Iran and the Middle East. Acceptance to",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/AlzahraUniversityLogo.svg/220px-AlzahraUniversityLogo.svg.png,,36.8,,
1001,4,46:54:00,10.7,18.8,,"Amity University, Noida  is a private research university located in Noida, Uttar Pradesh, India. It was established in 2005 by an Act of the State Legislature of Uttar Pradesh. It has campuses in In",https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Amity_University_logo.png/120px-Amity_University_logo.png,,35.8,,
1001,1,37 : 63,10.7,17.3,,"Anadolu University  is a public university in Eskisehir, Turkey. The campus is named after Yunus Emre.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Anadolu_University_logo.svg/220px-Anadolu_University_logo.svg.png,Turkey,100,TR,
1001,2,59:41:00,10.7,47.8,,"Universidad de los Andes   is a private catholic-inspired higher learning institution that carries out non-profit education, research, and assistance activities,  and was founded in 1989 in Santiago de Chile",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Logo_uandes.png/220px-Logo_uandes.png,,34.6,,
1001,0,58:42:00,10.7,45.6,,"The University of the Andes  is the second-oldest university in Venezuela, whose main campus is located in the city of M�rida, Venezuela. ULA is the largest public university in the Venezuelan Andes, having one",,,34.4,,
1001,2,51:49:00,10.7,15.5,,"Andhra University  is a public university located in Visakhapatnam, Andhra Pradesh, India. It was established in 1926. It is graded as an A institution by NAAC receiving a score of 3.74 on a scale of 4.",https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Andhra_University_logo.png/220px-Andhra_University_logo.png,,42.5,,
1001,1,53:47:00,10.7,47.3,,Description not found.,,,34.6,,
1001,4,50:50:00,10.7,22.5,,"Ankara University  is a public research university in Ankara, the capital city of Turkey. It was the first higher education institution founded in Turkey after the formation of the Turkish republic in 1923.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Ankara_universitesi.png/200px-Ankara_universitesi.png,,35.1,,
1001,1,45:55:00,10.7,14.8,,"Anna University is a public state university located in Chennai, Tamil Nadu, India. The main campus is in Guindy. It was originally established on 4 September 1978 and is named after C.N.Annadurai, the former Chief Minister of Tamil Nadu.",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Anna_University_Logo.svg/220px-Anna_University_Logo.svg.png,India,41.9,IN,
1001,2,49:51:00,10.7,16.8,,"The Annamalai University  is a public state university in Chidambaram, Tamil Nadu, India. The 1,500-acre  sprawling campus offers courses of higher education in arts, science, engineering, management, humanities,",https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Annamalai_University_logo.png/180px-Annamalai_University_logo.png,,35.3,,
1001,0,51:49:00,10.7,37.7,,"The University of Antioquia , also called UdeA, is primarily a public research-based university, located in the city of Medell n, Colombia. With regional campuses in Amalfi, Andes, Caucasia, Carmen de Viboral, Envig",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Escudo-UdeA.svg/162px-Escudo-UdeA.svg.png,,40.6,,
